                                                                       07 Mar 2017 13:35:19
Place-INPE-CRN-To-Satellite-Scd2


Start Time (DD/MM/YYYY)     Stop Time (DD/MM/YYYY)    Duration (sec)    Max Elevation (deg)
07/03/2017 06:52:15.000           86.303             23.332    1548.296066
07/03/2017 06:52:16.000           86.448             23.206    1553.229015
07/03/2017 06:52:17.000           86.592             23.080    1558.173949
07/03/2017 06:52:18.000           86.735             22.954    1563.130753
07/03/2017 06:52:19.000           86.877             22.829    1568.099315
07/03/2017 06:52:20.000           87.017             22.705    1573.079511
07/03/2017 06:52:21.000           87.156             22.581    1578.071229
07/03/2017 06:52:22.000           87.295             22.457    1583.074360
07/03/2017 06:52:23.000           87.432             22.334    1588.088783
07/03/2017 06:52:24.000           87.568             22.211    1593.114391
07/03/2017 06:52:25.000           87.703             22.089    1598.151078
07/03/2017 06:52:26.000           87.836             21.967    1603.198727
07/03/2017 06:52:27.000           87.969             21.846    1608.257233
07/03/2017 06:52:28.000           88.101             21.725    1613.326494
07/03/2017 06:52:29.000           88.231             21.605    1618.406396
07/03/2017 06:52:30.000           88.361             21.485    1623.496838
07/03/2017 06:52:31.000           88.489             21.365    1628.597721
07/03/2017 06:52:32.000           88.617             21.246    1633.708933
07/03/2017 06:52:33.000           88.744             21.128    1638.830379
07/03/2017 06:52:34.000           88.869             21.009    1643.961956
07/03/2017 06:52:35.000           88.994             20.892    1649.103571
07/03/2017 06:52:36.000           89.117             20.774    1654.255115
07/03/2017 06:52:37.000           89.240             20.658    1659.416497
07/03/2017 06:52:38.000           89.362             20.541    1664.587623
07/03/2017 06:52:39.000           89.482             20.425    1669.768391
07/03/2017 06:52:40.000           89.602             20.310    1674.958709
07/03/2017 06:52:41.000           89.721             20.195    1680.158484
07/03/2017 06:52:42.000           89.839             20.080    1685.367630
07/03/2017 06:52:43.000           89.956             19.966    1690.586044
07/03/2017 06:52:44.000           90.072             19.852    1695.813641
07/03/2017 06:52:45.000           90.187             19.739    1701.050332
07/03/2017 06:52:46.000           90.302             19.626    1706.296032
07/03/2017 06:52:47.000           90.415             19.513    1711.550644
07/03/2017 06:52:48.000           90.528             19.401    1716.814087
07/03/2017 06:52:49.000           90.640             19.289    1722.086274
07/03/2017 06:52:50.000           90.751             19.178    1727.367125
07/03/2017 06:52:51.000           90.861             19.067    1732.656546
07/03/2017 06:52:52.000           90.970             18.957    1737.954460
07/03/2017 06:52:53.000           91.079             18.847    1743.260782
07/03/2017 06:52:54.000           91.187             18.737    1748.575437
07/03/2017 06:52:55.000           91.294             18.628    1753.898335
07/03/2017 06:52:56.000           91.400             18.519    1759.229400
07/03/2017 06:52:57.000           91.505             18.411    1764.568553
07/03/2017 06:52:58.000           91.610             18.303    1769.915717
07/03/2017 06:52:59.000           91.714             18.196    1775.270817
07/03/2017 06:53:00.000           91.817             18.088    1780.633768
07/03/2017 06:53:01.000           91.919             17.982    1786.004500
07/03/2017 06:53:02.000           92.021             17.875    1791.382937
07/03/2017 06:53:03.000           92.122             17.769    1796.769009
07/03/2017 06:53:04.000           92.222             17.664    1802.162634
07/03/2017 06:53:05.000           92.321             17.559    1807.563744
07/03/2017 06:53:06.000           92.420             17.454    1812.972266
07/03/2017 06:53:07.000           92.518             17.350    1818.388129
07/03/2017 06:53:08.000           92.615             17.246    1823.811268
07/03/2017 06:53:09.000           92.712             17.142    1829.241603
07/03/2017 06:53:10.000           92.808             17.039    1834.679070
07/03/2017 06:53:11.000           92.903             16.936    1840.123601
07/03/2017 06:53:12.000           92.998             16.834    1845.575128
07/03/2017 06:53:13.000           93.092             16.732    1851.033583
07/03/2017 06:53:14.000           93.185             16.630    1856.498906
07/03/2017 06:53:15.000           93.278             16.529    1861.971022
07/03/2017 06:53:16.000           93.370             16.428    1867.449869
07/03/2017 06:53:17.000           93.461             16.327    1872.935385
07/03/2017 06:53:18.000           93.552             16.227    1878.427505
07/03/2017 06:53:19.000           93.642             16.127    1883.926166
07/03/2017 06:53:20.000           93.731             16.028    1889.431311
07/03/2017 06:53:21.000           93.820             15.928    1894.942869
07/03/2017 06:53:22.000           93.908             15.830    1900.460784
07/03/2017 06:53:23.000           93.996             15.731    1905.984994
07/03/2017 06:53:24.000           94.083             15.633    1911.515440
07/03/2017 06:53:25.000           94.170             15.536    1917.052063
07/03/2017 06:53:26.000           94.256             15.438    1922.594810
07/03/2017 06:53:27.000           94.341             15.341    1928.143612
07/03/2017 06:53:28.000           94.426             15.245    1933.698417
07/03/2017 06:53:29.000           94.510             15.148    1939.259168
07/03/2017 06:53:30.000           94.593             15.052    1944.825808
07/03/2017 06:53:31.000           94.676             14.957    1950.398283
07/03/2017 06:53:32.000           94.759             14.861    1955.976537
07/03/2017 06:53:33.000           94.841             14.767    1961.560520
07/03/2017 06:53:34.000           94.922             14.672    1967.150169
07/03/2017 06:53:35.000           95.003             14.578    1972.745435
07/03/2017 06:53:36.000           95.084             14.484    1978.346264
07/03/2017 06:53:37.000           95.163             14.390    1983.952606
07/03/2017 06:53:38.000           95.243             14.297    1989.564406
07/03/2017 06:53:39.000           95.322             14.204    1995.181615
07/03/2017 06:53:40.000           95.400             14.111    2000.804186
07/03/2017 06:53:41.000           95.478             14.019    2006.432060
07/03/2017 06:53:42.000           95.555             13.927    2012.065191
07/03/2017 06:53:43.000           95.632             13.835    2017.703529
07/03/2017 06:53:44.000           95.708             13.744    2023.347027
07/03/2017 06:53:45.000           95.784             13.653    2028.995635
07/03/2017 06:53:46.000           95.859             13.562    2034.649305
07/03/2017 06:53:47.000           95.934             13.472    2040.307991
07/03/2017 06:53:48.000           96.008             13.382    2045.971645
07/03/2017 06:53:49.000           96.082             13.292    2051.640225
07/03/2017 06:53:50.000           96.156             13.203    2057.313677
07/03/2017 06:53:51.000           96.229             13.114    2062.991958
07/03/2017 06:53:52.000           96.301             13.025    2068.675025
07/03/2017 06:53:53.000           96.373             12.936    2074.362831
07/03/2017 06:53:54.000           96.445             12.848    2080.055334
07/03/2017 06:53:55.000           96.516             12.760    2085.752488
07/03/2017 06:53:56.000           96.587             12.672    2091.454252
07/03/2017 06:53:57.000           96.657             12.585    2097.160581
07/03/2017 06:53:58.000           96.727             12.498    2102.871433
07/03/2017 06:53:59.000           96.796             12.411    2108.586771
07/03/2017 06:54:00.000           96.865             12.324    2114.306543
07/03/2017 06:54:01.000           96.934             12.238    2120.030713
07/03/2017 06:54:02.000           97.002             12.152    2125.759240
07/03/2017 06:54:03.000           97.070             12.067    2131.492083
07/03/2017 06:54:04.000           97.137             11.981    2137.229203
07/03/2017 06:54:05.000           97.204             11.896    2142.970559
07/03/2017 06:54:06.000           97.271             11.811    2148.716112
07/03/2017 06:54:07.000           97.337             11.727    2154.465823
07/03/2017 06:54:08.000           97.403             11.643    2160.219653
07/03/2017 06:54:09.000           97.468             11.559    2165.977565
07/03/2017 06:54:10.000           97.533             11.475    2171.739523
07/03/2017 06:54:11.000           97.598             11.391    2177.505483
07/03/2017 06:54:12.000           97.662             11.308    2183.275412
07/03/2017 06:54:13.000           97.726             11.225    2189.049272
07/03/2017 06:54:14.000           97.789             11.143    2194.827026
07/03/2017 06:54:15.000           97.852             11.060    2200.608640
07/03/2017 06:54:16.000           97.915             10.978    2206.394077
07/03/2017 06:54:17.000           97.977             10.896    2212.183301
07/03/2017 06:54:18.000           98.039             10.815    2217.976278
07/03/2017 06:54:19.000           98.101             10.733    2223.772972
07/03/2017 06:54:20.000           98.162             10.652    2229.573349
07/03/2017 06:54:21.000           98.223             10.571    2235.377376
07/03/2017 06:54:22.000           98.283             10.491    2241.185017
07/03/2017 06:54:23.000           98.344             10.411    2246.996240
07/03/2017 06:54:24.000           98.403             10.330    2252.811011
07/03/2017 06:54:25.000           98.463             10.251    2258.629302
07/03/2017 06:54:26.000           98.522             10.171    2264.451071
07/03/2017 06:54:27.000           98.581             10.092    2270.276291
07/03/2017 06:54:28.000           98.639             10.013    2276.104929
07/03/2017 06:54:29.000           98.698              9.934    2281.936953
07/03/2017 06:54:30.000           98.755              9.855    2287.772333
07/03/2017 06:54:31.000           98.813              9.777    2293.611037
07/03/2017 06:54:32.000           98.870              9.698    2299.453035
07/03/2017 06:54:33.000           98.927              9.621    2305.298295
07/03/2017 06:54:34.000           98.984              9.543    2311.146787
07/03/2017 06:54:35.000           99.040              9.465    2316.998481
07/03/2017 06:54:36.000           99.096              9.388    2322.853349
07/03/2017 06:54:37.000           99.151              9.311    2328.711359
07/03/2017 06:54:38.000           99.207              9.234    2334.572483
07/03/2017 06:54:39.000           99.262              9.158    2340.436692
07/03/2017 06:54:40.000           99.316              9.082    2346.303957
07/03/2017 06:54:41.000           99.371              9.006    2352.174250
07/03/2017 06:54:42.000           99.425              8.930    2358.047543
07/03/2017 06:54:43.000           99.479              8.854    2363.923807
07/03/2017 06:54:44.000           99.532              8.779    2369.803015
07/03/2017 06:54:45.000           99.586              8.703    2375.685144
07/03/2017 06:54:46.000           99.638              8.628    2381.570158
07/03/2017 06:54:47.000           99.691              8.554    2387.458035
07/03/2017 06:54:48.000           99.744              8.479    2393.348747
07/03/2017 06:54:49.000           99.796              8.405    2399.242268
07/03/2017 06:54:50.000           99.847              8.331    2405.138572
07/03/2017 06:54:51.000           99.899              8.257    2411.037633
07/03/2017 06:54:52.000           99.950              8.183    2416.939425
07/03/2017 06:54:53.000          100.001              8.109    2422.843922
07/03/2017 06:54:54.000          100.052              8.036    2428.751100
07/03/2017 06:54:55.000          100.102              7.963    2434.660933
07/03/2017 06:54:56.000          100.153              7.890    2440.573396
07/03/2017 06:54:57.000          100.203              7.818    2446.488464
07/03/2017 06:54:58.000          100.252              7.745    2452.406114
07/03/2017 06:54:59.000          100.302              7.673    2458.326320
07/03/2017 06:55:00.000          100.351              7.601    2464.249059
07/03/2017 06:55:01.000          100.400              7.529    2470.174307
07/03/2017 06:55:02.000          100.448              7.457    2476.102040
07/03/2017 06:55:03.000          100.497              7.386    2482.032234
07/03/2017 06:55:04.000          100.545              7.314    2487.964868
07/03/2017 06:55:05.000          100.593              7.243    2493.899916
07/03/2017 06:55:06.000          100.640              7.172    2499.837358
07/03/2017 06:55:07.000          100.688              7.102    2505.777169
07/03/2017 06:55:08.000          100.735              7.031    2511.719328
07/03/2017 06:55:09.000          100.782              6.961    2517.663812
07/03/2017 06:55:10.000          100.828              6.891    2523.610599
07/03/2017 06:55:11.000          100.875              6.821    2529.559668
07/03/2017 06:55:12.000          100.921              6.751    2535.510996
07/03/2017 06:55:13.000          100.967              6.681    2541.464562
07/03/2017 06:55:14.000          101.013              6.612    2547.420345
07/03/2017 06:55:15.000          101.058              6.543    2553.378323
07/03/2017 06:55:16.000          101.104              6.474    2559.338476
07/03/2017 06:55:17.000          101.149              6.405    2565.300782
07/03/2017 06:55:18.000          101.193              6.336    2571.265222
07/03/2017 06:55:19.000          101.238              6.267    2577.231774
07/03/2017 06:55:20.000          101.282              6.199    2583.200418
07/03/2017 06:55:21.000          101.327              6.131    2589.171134
07/03/2017 06:55:22.000          101.370              6.063    2595.143903
07/03/2017 06:55:23.000          101.414              5.995    2601.118704
07/03/2017 06:55:24.000          101.458              5.927    2607.095517
07/03/2017 06:55:25.000          101.501              5.860    2613.074323
07/03/2017 06:55:26.000          101.544              5.793    2619.055104
07/03/2017 06:55:27.000          101.587              5.726    2625.037838
07/03/2017 06:55:28.000          101.630              5.659    2631.022509
07/03/2017 06:55:29.000          101.672              5.592    2637.009096
07/03/2017 06:55:30.000          101.714              5.525    2642.997581
07/03/2017 06:55:31.000          101.756              5.459    2648.987946
07/03/2017 06:55:32.000          101.798              5.392    2654.980171
07/03/2017 06:55:33.000          101.840              5.326    2660.974240
07/03/2017 06:55:34.000          101.881              5.260    2666.970133
07/03/2017 06:55:35.000          101.923              5.194    2672.967832
07/03/2017 06:55:36.000          101.964              5.129    2678.967320
07/03/2017 06:55:37.000          102.005              5.063    2684.968580
07/03/2017 06:55:38.000          102.045              4.998    2690.971593
07/03/2017 06:55:39.000          102.086              4.933    2696.976342
07/03/2017 06:55:40.000          102.126              4.868    2702.982809
07/03/2017 06:55:41.000          102.166              4.803    2708.990979
07/03/2017 06:55:42.000          102.206              4.738    2715.000833
07/03/2017 06:55:43.000          102.246              4.674    2721.012355
07/03/2017 06:55:44.000          102.285              4.609    2727.025527
07/03/2017 06:55:45.000          102.325              4.545    2733.040335
07/03/2017 06:55:46.000          102.364              4.481    2739.056760
07/03/2017 06:55:47.000          102.403              4.417    2745.074786
07/03/2017 06:55:48.000          102.441              4.353    2751.094398
07/03/2017 06:55:49.000          102.480              4.290    2757.115579
07/03/2017 06:55:50.000          102.518              4.226    2763.138313
07/03/2017 06:55:51.000          102.557              4.163    2769.162585
07/03/2017 06:55:52.000          102.595              4.099    2775.188378
07/03/2017 06:55:53.000          102.633              4.036    2781.215677
07/03/2017 06:55:54.000          102.670              3.973    2787.244467
07/03/2017 06:55:55.000          102.708              3.911    2793.274731
07/03/2017 06:55:56.000          102.745              3.848    2799.306455
07/03/2017 06:55:57.000          102.783              3.786    2805.339624
07/03/2017 06:55:58.000          102.820              3.723    2811.374223
07/03/2017 06:55:59.000          102.857              3.661    2817.410236
07/03/2017 06:56:00.000          102.893              3.599    2823.447648
07/03/2017 06:56:01.000          102.930              3.537    2829.486446
07/03/2017 06:56:02.000          102.966              3.475    2835.526615
07/03/2017 06:56:03.000          103.002              3.414    2841.568139
07/03/2017 06:56:04.000          103.039              3.352    2847.611005
07/03/2017 06:56:05.000          103.074              3.291    2853.655198
07/03/2017 06:56:06.000          103.110              3.229    2859.700705
07/03/2017 06:56:07.000          103.146              3.168    2865.747510
07/03/2017 06:56:08.000          103.181              3.107    2871.795601
07/03/2017 06:56:09.000          103.216              3.046    2877.844963
07/03/2017 06:56:10.000          103.252              2.986    2883.895582
07/03/2017 06:56:11.000          103.287              2.925    2889.947446
07/03/2017 06:56:12.000          103.321              2.865    2896.000539
07/03/2017 06:56:13.000          103.356              2.804    2902.054849
07/03/2017 06:56:14.000          103.390              2.744    2908.110363
07/03/2017 06:56:15.000          103.425              2.684    2914.167067
07/03/2017 06:56:16.000          103.459              2.624    2920.224948
07/03/2017 06:56:17.000          103.493              2.564    2926.283993
07/03/2017 06:56:18.000          103.527              2.505    2932.344188
07/03/2017 06:56:19.000          103.561              2.445    2938.405522
07/03/2017 06:56:20.000          103.594              2.386    2944.467981
07/03/2017 06:56:21.000          103.628              2.326    2950.531552
07/03/2017 06:56:22.000          103.661              2.267    2956.596224
07/03/2017 06:56:23.000          103.694              2.208    2962.661982
07/03/2017 06:56:24.000          103.727              2.149    2968.728816
07/03/2017 06:56:25.000          103.760              2.090    2974.796712
07/03/2017 06:56:26.000          103.793              2.031    2980.865658
07/03/2017 06:56:27.000          103.826              1.973    2986.935642
07/03/2017 06:56:28.000          103.858              1.914    2993.006653
07/03/2017 06:56:29.000          103.890              1.856    2999.078677
07/03/2017 06:56:30.000          103.923              1.798    3005.151703
07/03/2017 06:56:31.000          103.955              1.740    3011.225720
07/03/2017 06:56:32.000          103.987              1.682    3017.300715
07/03/2017 06:56:33.000          104.018              1.624    3023.376676
07/03/2017 06:56:34.000          104.050              1.566    3029.453589
07/03/2017 06:56:35.000          104.082              1.508    3035.531449
07/03/2017 06:56:36.000          104.113              1.451    3041.610241
07/03/2017 06:56:37.000          104.144              1.393    3047.689955
07/03/2017 06:56:38.000          104.175              1.336    3053.770577
07/03/2017 06:56:39.000          104.206              1.279    3059.852098
07/03/2017 06:56:40.000          104.237              1.222    3065.934506
07/03/2017 06:56:41.000          104.268              1.165    3072.017790
07/03/2017 06:56:42.000          104.299              1.108    3078.101939
07/03/2017 06:56:43.000          104.329              1.051    3084.186942
07/03/2017 06:56:44.000          104.360              0.994    3090.272788
07/03/2017 06:56:45.000          104.390              0.938    3096.359467
07/03/2017 06:56:46.000          104.420              0.881    3102.446968
07/03/2017 06:56:47.000          104.450              0.825    3108.535279
07/03/2017 06:56:48.000          104.480              0.769    3114.624392
07/03/2017 06:56:49.000          104.510              0.713    3120.714294
07/03/2017 06:56:50.000          104.539              0.657    3126.804976
07/03/2017 06:56:51.000          104.569              0.601    3132.896427
07/03/2017 06:56:52.000          104.598              0.545    3138.988638
07/03/2017 06:56:53.000          104.628              0.489    3145.081597
07/03/2017 06:56:54.000          104.657              0.434    3151.175295
07/03/2017 06:56:55.000          104.686              0.378    3157.269721
07/03/2017 06:56:56.000          104.715              0.323    3163.364866
07/03/2017 06:56:57.000          104.744              0.267    3169.460719
07/03/2017 06:56:58.000          104.772              0.212    3175.557271
07/03/2017 06:56:59.000          104.801              0.157    3181.654512
07/03/2017 06:57:00.000          104.829              0.102    3187.752432
07/03/2017 06:57:01.000          104.858              0.047    3193.851021
07/03/2017 06:57:01.862          104.882              0.000    3199.105509

   Time (DD/MM/YYYY)       Azimuth (deg)    Elevation (deg)     Range (km)
-----------------------    -------------    ---------------    -----------
07/03/2017 08:27:50.150          284.037              0.000    3192.727051
07/03/2017 08:27:51.000          284.015              0.047    3187.514412
07/03/2017 08:27:52.000          283.990              0.102    3181.383535
07/03/2017 08:27:53.000          283.964              0.158    3175.253188
07/03/2017 08:27:54.000          283.939              0.214    3169.123379
07/03/2017 08:27:55.000          283.913              0.269    3162.994118
07/03/2017 08:27:56.000          283.887              0.325    3156.865414
07/03/2017 08:27:57.000          283.861              0.381    3150.737276
07/03/2017 08:27:58.000          283.835              0.437    3144.609713
07/03/2017 08:27:59.000          283.809              0.493    3138.482734
07/03/2017 08:28:00.000          283.782              0.549    3132.356348
07/03/2017 08:28:01.000          283.756              0.606    3126.230565
07/03/2017 08:28:02.000          283.729              0.662    3120.105394
07/03/2017 08:28:03.000          283.703              0.719    3113.980844
07/03/2017 08:28:04.000          283.676              0.776    3107.856925
07/03/2017 08:28:05.000          283.649              0.832    3101.733647
07/03/2017 08:28:06.000          283.622              0.889    3095.611019
07/03/2017 08:28:07.000          283.595              0.946    3089.489051
07/03/2017 08:28:08.000          283.568              1.003    3083.367752
07/03/2017 08:28:09.000          283.541              1.061    3077.247133
07/03/2017 08:28:10.000          283.513              1.118    3071.127198
07/03/2017 08:28:11.000          283.486              1.175    3065.007967
07/03/2017 08:28:12.000          283.458              1.233    3058.889445
07/03/2017 08:28:13.000          283.431              1.291    3052.771642
07/03/2017 08:28:14.000          283.403              1.348    3046.654569
07/03/2017 08:28:15.000          283.375              1.406    3040.538235
07/03/2017 08:28:16.000          283.347              1.464    3034.422651
07/03/2017 08:28:17.000          283.319              1.523    3028.307828
07/03/2017 08:28:18.000          283.290              1.581    3022.193774
07/03/2017 08:28:19.000          283.262              1.639    3016.080502
07/03/2017 08:28:20.000          283.233              1.698    3009.968022
07/03/2017 08:28:21.000          283.205              1.756    3003.856344
07/03/2017 08:28:22.000          283.176              1.815    2997.745478
07/03/2017 08:28:23.000          283.147              1.874    2991.635437
07/03/2017 08:28:24.000          283.118              1.933    2985.526230
07/03/2017 08:28:25.000          283.089              1.992    2979.417869
07/03/2017 08:28:26.000          283.060              2.051    2973.310364
07/03/2017 08:28:27.000          283.030              2.111    2967.203727
07/03/2017 08:28:28.000          283.001              2.170    2961.097968
07/03/2017 08:28:29.000          282.971              2.230    2954.993100
07/03/2017 08:28:30.000          282.942              2.290    2948.889133
07/03/2017 08:28:31.000          282.912              2.349    2942.786078
07/03/2017 08:28:32.000          282.882              2.409    2936.683948
07/03/2017 08:28:33.000          282.852              2.470    2930.582753
07/03/2017 08:28:34.000          282.821              2.530    2924.482506
07/03/2017 08:28:35.000          282.791              2.590    2918.383218
07/03/2017 08:28:36.000          282.761              2.651    2912.284897
07/03/2017 08:28:37.000          282.730              2.711    2906.187563
07/03/2017 08:28:38.000          282.699              2.772    2900.091223
07/03/2017 08:28:39.000          282.668              2.833    2893.995891
07/03/2017 08:28:40.000          282.637              2.894    2887.901577
07/03/2017 08:28:41.000          282.606              2.955    2881.808295
07/03/2017 08:28:42.000          282.575              3.017    2875.716056
07/03/2017 08:28:43.000          282.543              3.078    2869.624873
07/03/2017 08:28:44.000          282.512              3.140    2863.534759
07/03/2017 08:28:45.000          282.480              3.201    2857.445725
07/03/2017 08:28:46.000          282.448              3.263    2851.357786
07/03/2017 08:28:47.000          282.416              3.325    2845.270953
07/03/2017 08:28:48.000          282.384              3.387    2839.185240
07/03/2017 08:28:49.000          282.352              3.450    2833.100659
07/03/2017 08:28:50.000          282.319              3.512    2827.017224
07/03/2017 08:28:51.000          282.287              3.575    2820.934947
07/03/2017 08:28:52.000          282.254              3.637    2814.853842
07/03/2017 08:28:53.000          282.221              3.700    2808.773923
07/03/2017 08:28:54.000          282.188              3.763    2802.695202
07/03/2017 08:28:55.000          282.155              3.826    2796.617694
07/03/2017 08:28:56.000          282.122              3.890    2790.541412
07/03/2017 08:28:57.000          282.088              3.953    2784.466369
07/03/2017 08:28:58.000          282.055              4.017    2778.392581
07/03/2017 08:28:59.000          282.021              4.081    2772.320060
07/03/2017 08:29:00.000          281.987              4.144    2766.248821
07/03/2017 08:29:01.000          281.953              4.209    2760.178878
07/03/2017 08:29:02.000          281.919              4.273    2754.110245
07/03/2017 08:29:03.000          281.885              4.337    2748.042937
07/03/2017 08:29:04.000          281.850              4.402    2741.976968
07/03/2017 08:29:05.000          281.815              4.466    2735.912353
07/03/2017 08:29:06.000          281.780              4.531    2729.849107
07/03/2017 08:29:07.000          281.745              4.596    2723.787245
07/03/2017 08:29:08.000          281.710              4.661    2717.726781
07/03/2017 08:29:09.000          281.675              4.727    2711.667730
07/03/2017 08:29:10.000          281.639              4.792    2705.610109
07/03/2017 08:29:11.000          281.604              4.858    2699.553932
07/03/2017 08:29:12.000          281.568              4.923    2693.499210
07/03/2017 08:29:13.000          281.532              4.989    2687.445968
07/03/2017 08:29:14.000          281.496              5.056    2681.394217
07/03/2017 08:29:15.000          281.459              5.122    2675.343972
07/03/2017 08:29:16.000          281.423              5.188    2669.295251
07/03/2017 08:29:17.000          281.386              5.255    2663.248069
07/03/2017 08:29:18.000          281.349              5.322    2657.202442
07/03/2017 08:29:19.000          281.312              5.389    2651.158386
07/03/2017 08:29:20.000          281.275              5.456    2645.115918
07/03/2017 08:29:21.000          281.238              5.523    2639.075055
07/03/2017 08:29:22.000          281.200              5.591    2633.035813
07/03/2017 08:29:23.000          281.162              5.658    2626.998210
07/03/2017 08:29:24.000          281.125              5.726    2620.962262
07/03/2017 08:29:25.000          281.086              5.794    2614.927986
07/03/2017 08:29:26.000          281.048              5.862    2608.895401
07/03/2017 08:29:27.000          281.010              5.931    2602.864522
07/03/2017 08:29:28.000          280.971              5.999    2596.835368
07/03/2017 08:29:29.000          280.932              6.068    2590.807957
07/03/2017 08:29:30.000          280.893              6.137    2584.782306
07/03/2017 08:29:31.000          280.854              6.206    2578.758434
07/03/2017 08:29:32.000          280.814              6.275    2572.736359
07/03/2017 08:29:33.000          280.775              6.345    2566.716098
07/03/2017 08:29:34.000          280.735              6.414    2560.697671
07/03/2017 08:29:35.000          280.695              6.484    2554.681096
07/03/2017 08:29:36.000          280.655              6.554    2548.666392
07/03/2017 08:29:37.000          280.614              6.624    2542.653578
07/03/2017 08:29:38.000          280.574              6.695    2536.642673
07/03/2017 08:29:39.000          280.533              6.765    2530.633696
07/03/2017 08:29:40.000          280.492              6.836    2524.626667
07/03/2017 08:29:41.000          280.450              6.907    2518.621605
07/03/2017 08:29:42.000          280.409              6.978    2512.618531
07/03/2017 08:29:43.000          280.367              7.050    2506.617463
07/03/2017 08:29:44.000          280.325              7.121    2500.618423
07/03/2017 08:29:45.000          280.283              7.193    2494.621430
07/03/2017 08:29:46.000          280.241              7.265    2488.626505
07/03/2017 08:29:47.000          280.199              7.337    2482.633669
07/03/2017 08:29:48.000          280.156              7.409    2476.642942
07/03/2017 08:29:49.000          280.113              7.482    2470.654345
07/03/2017 08:29:50.000          280.070              7.555    2464.667900
07/03/2017 08:29:51.000          280.026              7.628    2458.683628
07/03/2017 08:29:52.000          279.983              7.701    2452.701551
07/03/2017 08:29:53.000          279.939              7.774    2446.721689
07/03/2017 08:29:54.000          279.895              7.848    2440.744066
07/03/2017 08:29:55.000          279.850              7.922    2434.768703
07/03/2017 08:29:56.000          279.806              7.996    2428.795623
07/03/2017 08:29:57.000          279.761              8.070    2422.824848
07/03/2017 08:29:58.000          279.716              8.145    2416.856400
07/03/2017 08:29:59.000          279.671              8.219    2410.890304
07/03/2017 08:30:00.000          279.625              8.294    2404.926581
07/03/2017 08:30:01.000          279.579              8.369    2398.965255
07/03/2017 08:30:02.000          279.533              8.445    2393.006350
07/03/2017 08:30:03.000          279.487              8.520    2387.049890
07/03/2017 08:30:04.000          279.441              8.596    2381.095898
07/03/2017 08:30:05.000          279.394              8.672    2375.144398
07/03/2017 08:30:06.000          279.347              8.749    2369.195416
07/03/2017 08:30:07.000          279.300              8.825    2363.248975
07/03/2017 08:30:08.000          279.252              8.902    2357.305101
07/03/2017 08:30:09.000          279.204              8.979    2351.363818
07/03/2017 08:30:10.000          279.156              9.056    2345.425152
07/03/2017 08:30:11.000          279.108              9.133    2339.489129
07/03/2017 08:30:12.000          279.059              9.211    2333.555773
07/03/2017 08:30:13.000          279.011              9.289    2327.625112
07/03/2017 08:30:14.000          278.961              9.367    2321.697170
07/03/2017 08:30:15.000          278.912              9.446    2315.771976
07/03/2017 08:30:16.000          278.862              9.524    2309.849555
07/03/2017 08:30:17.000          278.812              9.603    2303.929939
07/03/2017 08:30:18.000          278.762              9.682    2298.013147
07/03/2017 08:30:19.000          278.712              9.762    2292.099209
07/03/2017 08:30:20.000          278.661              9.841    2286.188155
07/03/2017 08:30:21.000          278.610              9.921    2280.280011
07/03/2017 08:30:22.000          278.559             10.002    2274.374806
07/03/2017 08:30:23.000          278.507             10.082    2268.472569
07/03/2017 08:30:24.000          278.455             10.163    2262.573328
07/03/2017 08:30:25.000          278.403             10.244    2256.677113
07/03/2017 08:30:26.000          278.350             10.325    2250.783953
07/03/2017 08:30:27.000          278.297             10.406    2244.893877
07/03/2017 08:30:28.000          278.244             10.488    2239.006915
07/03/2017 08:30:29.000          278.191             10.570    2233.123098
07/03/2017 08:30:30.000          278.137             10.652    2227.242455
07/03/2017 08:30:31.000          278.083             10.735    2221.365019
07/03/2017 08:30:32.000          278.029             10.817    2215.490818
07/03/2017 08:30:33.000          277.974             10.901    2209.619886
07/03/2017 08:30:34.000          277.919             10.984    2203.752254
07/03/2017 08:30:35.000          277.864             11.068    2197.887953
07/03/2017 08:30:36.000          277.808             11.151    2192.027016
07/03/2017 08:30:37.000          277.752             11.236    2186.169475
07/03/2017 08:30:38.000          277.696             11.320    2180.315364
07/03/2017 08:30:39.000          277.639             11.405    2174.464715
07/03/2017 08:30:40.000          277.582             11.490    2168.617563
07/03/2017 08:30:41.000          277.525             11.575    2162.773940
07/03/2017 08:30:42.000          277.467             11.661    2156.933881
07/03/2017 08:30:43.000          277.409             11.747    2151.097425
07/03/2017 08:30:44.000          277.351             11.833    2145.264598
07/03/2017 08:30:45.000          277.292             11.919    2139.435440
07/03/2017 08:30:46.000          277.233             12.006    2133.609986
07/03/2017 08:30:47.000          277.173             12.093    2127.788272
07/03/2017 08:30:48.000          277.113             12.181    2121.970334
07/03/2017 08:30:49.000          277.053             12.268    2116.156209
07/03/2017 08:30:50.000          276.993             12.356    2110.345934
07/03/2017 08:30:51.000          276.932             12.445    2104.539546
07/03/2017 08:30:52.000          276.870             12.533    2098.737083
07/03/2017 08:30:53.000          276.809             12.622    2092.938583
07/03/2017 08:30:54.000          276.747             12.712    2087.144085
07/03/2017 08:30:55.000          276.684             12.801    2081.353627
07/03/2017 08:30:56.000          276.621             12.891    2075.567249
07/03/2017 08:30:57.000          276.558             12.981    2069.784990
07/03/2017 08:30:58.000          276.494             13.072    2064.006890
