                                                                       07 Mar 2017 13:35:19
Place-INPE-CRN-To-Satellite-Scd2


Start Time (DD/MM/YYYY)     Stop Time (DD/MM/YYYY)    Duration (sec)    Max Elevation (deg)
10/03/2017 09:49:58.000          145.143              3.411    2843.179083
10/03/2017 09:49:59.000          145.040              3.367    2847.443830
10/03/2017 09:50:00.000          144.938              3.323    2851.715983
10/03/2017 09:50:01.000          144.835              3.280    2855.995510
10/03/2017 09:50:02.000          144.733              3.236    2860.282370
10/03/2017 09:50:03.000          144.631              3.193    2864.576530
10/03/2017 09:50:04.000          144.530              3.149    2868.877950
10/03/2017 09:50:05.000          144.428              3.105    2873.186592
10/03/2017 09:50:06.000          144.328              3.062    2877.502424
10/03/2017 09:50:07.000          144.227              3.018    2881.825405
10/03/2017 09:50:08.000          144.127              2.975    2886.155502
10/03/2017 09:50:09.000          144.027              2.931    2890.492675
10/03/2017 09:50:10.000          143.927              2.887    2894.836894
10/03/2017 09:50:11.000          143.828              2.844    2899.188116
10/03/2017 09:50:12.000          143.728              2.800    2903.546311
10/03/2017 09:50:13.000          143.630              2.757    2907.911443
10/03/2017 09:50:14.000          143.531              2.713    2912.283471
10/03/2017 09:50:15.000          143.433              2.670    2916.662366
10/03/2017 09:50:16.000          143.335              2.626    2921.048089
10/03/2017 09:50:17.000          143.237              2.582    2925.440609
10/03/2017 09:50:18.000          143.140              2.539    2929.839886
10/03/2017 09:50:19.000          143.043              2.495    2934.245891
10/03/2017 09:50:20.000          142.946              2.452    2938.658583
10/03/2017 09:50:21.000          142.850              2.408    2943.077935
10/03/2017 09:50:22.000          142.754              2.365    2947.503906
10/03/2017 09:50:23.000          142.658              2.321    2951.936468
10/03/2017 09:50:24.000          142.562              2.278    2956.375582
10/03/2017 09:50:25.000          142.467              2.234    2960.821218
10/03/2017 09:50:26.000          142.372              2.191    2965.273339
10/03/2017 09:50:27.000          142.277              2.147    2969.731915
10/03/2017 09:50:28.000          142.183              2.104    2974.196909
10/03/2017 09:50:29.000          142.088              2.060    2978.668292
10/03/2017 09:50:30.000          141.995              2.017    2983.146027
10/03/2017 09:50:31.000          141.901              1.973    2987.630085
10/03/2017 09:50:32.000          141.808              1.930    2992.120428
10/03/2017 09:50:33.000          141.715              1.886    2996.617030
10/03/2017 09:50:34.000          141.622              1.843    3001.119852
10/03/2017 09:50:35.000          141.529              1.800    3005.628867
10/03/2017 09:50:36.000          141.437              1.756    3010.144039
10/03/2017 09:50:37.000          141.345              1.713    3014.665340
10/03/2017 09:50:38.000          141.254              1.670    3019.192733
10/03/2017 09:50:39.000          141.162              1.626    3023.726191
10/03/2017 09:50:40.000          141.071              1.583    3028.265678
10/03/2017 09:50:41.000          140.980              1.539    3032.811168
10/03/2017 09:50:42.000          140.890              1.496    3037.362624
10/03/2017 09:50:43.000          140.799              1.453    3041.920020
10/03/2017 09:50:44.000          140.709              1.410    3046.483320
10/03/2017 09:50:45.000          140.619              1.366    3051.052498
10/03/2017 09:50:46.000          140.530              1.323    3055.627518
10/03/2017 09:50:47.000          140.441              1.280    3060.208355
10/03/2017 09:50:48.000          140.352              1.236    3064.794973
10/03/2017 09:50:49.000          140.263              1.193    3069.387347
10/03/2017 09:50:50.000          140.174              1.150    3073.985441
10/03/2017 09:50:51.000          140.086              1.107    3078.589231
10/03/2017 09:50:52.000          139.998              1.064    3083.198681
10/03/2017 09:50:53.000          139.911              1.020    3087.813768
10/03/2017 09:50:54.000          139.823              0.977    3092.434455
10/03/2017 09:50:55.000          139.736              0.934    3097.060717
10/03/2017 09:50:56.000          139.649              0.891    3101.692526
10/03/2017 09:50:57.000          139.563              0.848    3106.329848
10/03/2017 09:50:58.000          139.476              0.805    3110.972659
10/03/2017 09:50:59.000          139.390              0.762    3115.620925
10/03/2017 09:51:00.000          139.304              0.719    3120.274622
10/03/2017 09:51:01.000          139.218              0.676    3124.933716
10/03/2017 09:51:02.000          139.133              0.633    3129.598184
10/03/2017 09:51:03.000          139.048              0.590    3134.267992
10/03/2017 09:51:04.000          138.963              0.547    3138.943117
10/03/2017 09:51:05.000          138.878              0.504    3143.623525
10/03/2017 09:51:06.000          138.794              0.461    3148.309192
10/03/2017 09:51:07.000          138.710              0.418    3153.000091
10/03/2017 09:51:08.000          138.626              0.375    3157.696191
10/03/2017 09:51:09.000          138.542              0.332    3162.397467
10/03/2017 09:51:10.000          138.459              0.289    3167.103888
10/03/2017 09:51:11.000          138.376              0.246    3171.815432
10/03/2017 09:51:12.000          138.293              0.203    3176.532065
10/03/2017 09:51:13.000          138.210              0.160    3181.253763
10/03/2017 09:51:14.000          138.128              0.118    3185.980502
10/03/2017 09:51:15.000          138.045              0.075    3190.712250
10/03/2017 09:51:16.000          137.963              0.032    3195.448985
10/03/2017 09:51:16.747          137.902              0.000    3198.992885

   Time (DD/MM/YYYY)       Azimuth (deg)    Elevation (deg)     Range (km)
-----------------------    -------------    ---------------    -----------
10/03/2017 11:26:50.652          225.876              0.000    3202.122412
10/03/2017 11:26:51.000          225.843              0.013    3200.654769
10/03/2017 11:26:52.000          225.751              0.051    3196.443909
10/03/2017 11:26:53.000          225.658              0.089    3192.239467
10/03/2017 11:26:54.000          225.565              0.127    3188.041468
10/03/2017 11:26:55.000          225.471              0.164    3183.849946
10/03/2017 11:26:56.000          225.377              0.202    3179.664927
10/03/2017 11:26:57.000          225.284              0.240    3175.486440
10/03/2017 11:26:58.000          225.189              0.278    3171.314519
10/03/2017 11:26:59.000          225.095              0.315    3167.149188
10/03/2017 11:27:00.000          225.000              0.353    3162.990484
10/03/2017 11:27:01.000          224.905              0.391    3158.838433
10/03/2017 11:27:02.000          224.810              0.428    3154.693062
10/03/2017 11:27:03.000          224.715              0.466    3150.554409
10/03/2017 11:27:04.000          224.619              0.504    3146.422500
10/03/2017 11:27:05.000          224.523              0.541    3142.297363
10/03/2017 11:27:06.000          224.427              0.579    3138.179034
10/03/2017 11:27:07.000          224.331              0.617    3134.067538
10/03/2017 11:27:08.000          224.234              0.654    3129.962913
10/03/2017 11:27:09.000          224.137              0.692    3125.865186
10/03/2017 11:27:10.000          224.040              0.730    3121.774384
10/03/2017 11:27:11.000          223.943              0.767    3117.690546
10/03/2017 11:27:12.000          223.845              0.805    3113.613700
10/03/2017 11:27:13.000          223.747              0.842    3109.543873
10/03/2017 11:27:14.000          223.649              0.880    3105.481103
10/03/2017 11:27:15.000          223.551              0.917    3101.425419
10/03/2017 11:27:16.000          223.452              0.955    3097.376850
10/03/2017 11:27:17.000          223.353              0.992    3093.335433
10/03/2017 11:27:18.000          223.254              1.030    3089.301195
10/03/2017 11:27:19.000          223.155              1.067    3085.274172
10/03/2017 11:27:20.000          223.055              1.105    3081.254395
10/03/2017 11:27:21.000          222.955              1.142    3077.241892
10/03/2017 11:27:22.000          222.855              1.180    3073.236703
10/03/2017 11:27:23.000          222.754              1.217    3069.238855
10/03/2017 11:27:24.000          222.654              1.254    3065.248379
10/03/2017 11:27:25.000          222.553              1.292    3061.265314
10/03/2017 11:27:26.000          222.452              1.329    3057.289689
10/03/2017 11:27:27.000          222.350              1.366    3053.321533
10/03/2017 11:27:28.000          222.248              1.404    3049.360887
10/03/2017 11:27:29.000          222.146              1.441    3045.407780
10/03/2017 11:27:30.000          222.044              1.478    3041.462244
10/03/2017 11:27:31.000          221.942              1.516    3037.524311
10/03/2017 11:27:32.000          221.839              1.553    3033.594020
10/03/2017 11:27:33.000          221.736              1.590    3029.671401
10/03/2017 11:27:34.000          221.632              1.627    3025.756484
10/03/2017 11:27:35.000          221.529              1.664    3021.849310
10/03/2017 11:27:36.000          221.425              1.701    3017.949909
10/03/2017 11:27:37.000          221.321              1.738    3014.058312
10/03/2017 11:27:38.000          221.216              1.776    3010.174559
10/03/2017 11:27:39.000          221.112              1.813    3006.298681
10/03/2017 11:27:40.000          221.007              1.850    3002.430709
10/03/2017 11:27:41.000          220.902              1.887    2998.570683
10/03/2017 11:27:42.000          220.796              1.924    2994.718636
10/03/2017 11:27:43.000          220.690              1.961    2990.874601
10/03/2017 11:27:44.000          220.584              1.997    2987.038610
10/03/2017 11:27:45.000          220.478              2.034    2983.210703
10/03/2017 11:27:46.000          220.371              2.071    2979.390914
10/03/2017 11:27:47.000          220.265              2.108    2975.579275
10/03/2017 11:27:48.000          220.157              2.145    2971.775819
10/03/2017 11:27:49.000          220.050              2.182    2967.980588
10/03/2017 11:27:50.000          219.942              2.218    2964.193614
10/03/2017 11:27:51.000          219.834              2.255    2960.414928
10/03/2017 11:27:52.000          219.726              2.292    2956.644573
10/03/2017 11:27:53.000          219.618              2.329    2952.882581
10/03/2017 11:27:54.000          219.509              2.365    2949.128986
10/03/2017 11:27:55.000          219.400              2.402    2945.383823
10/03/2017 11:27:56.000          219.291              2.438    2941.647132
10/03/2017 11:27:57.000          219.181              2.475    2937.918947
10/03/2017 11:27:58.000          219.071              2.511    2934.199304
10/03/2017 11:27:59.000          218.961              2.548    2930.488235
10/03/2017 11:28:00.000          218.851              2.584    2926.785783
10/03/2017 11:28:01.000          218.740              2.621    2923.091981
10/03/2017 11:28:02.000          218.629              2.657    2919.406866
10/03/2017 11:28:03.000          218.518              2.693    2915.730473
10/03/2017 11:28:04.000          218.406              2.730    2912.062837
10/03/2017 11:28:05.000          218.294              2.766    2908.403999
10/03/2017 11:28:06.000          218.182              2.802    2904.753995
10/03/2017 11:28:07.000          218.070              2.838    2901.112860
10/03/2017 11:28:08.000          217.957              2.874    2897.480628
10/03/2017 11:28:09.000          217.844              2.911    2893.857343
10/03/2017 11:28:10.000          217.731              2.947    2890.243038
10/03/2017 11:28:11.000          217.617              2.983    2886.637751
10/03/2017 11:28:12.000          217.503              3.019    2883.041519
10/03/2017 11:28:13.000          217.389              3.055    2879.454377
10/03/2017 11:28:14.000          217.275              3.090    2875.876366
10/03/2017 11:28:15.000          217.160              3.126    2872.307524
10/03/2017 11:28:16.000          217.045              3.162    2868.747886
10/03/2017 11:28:17.000          216.930              3.198    2865.197490
10/03/2017 11:28:18.000          216.814              3.234    2861.656372
10/03/2017 11:28:19.000          216.698              3.269    2858.124576
10/03/2017 11:28:20.000          216.582              3.305    2854.602135
10/03/2017 11:28:21.000          216.466              3.341    2851.089088
10/03/2017 11:28:22.000          216.349              3.376    2847.585474
10/03/2017 11:28:23.000          216.232              3.412    2844.091330
10/03/2017 11:28:24.000          216.115              3.447    2840.606693
10/03/2017 11:28:25.000          215.997              3.482    2837.131605
10/03/2017 11:28:26.000          215.879              3.518    2833.666103
10/03/2017 11:28:27.000          215.761              3.553    2830.210225
10/03/2017 11:28:28.000          215.643              3.588    2826.764009
10/03/2017 11:28:29.000          215.524              3.624    2823.327495
10/03/2017 11:28:30.000          215.405              3.659    2819.900722
10/03/2017 11:28:31.000          215.285              3.694    2816.483724
10/03/2017 11:28:32.000          215.166              3.729    2813.076547
10/03/2017 11:28:33.000          215.046              3.764    2809.679226
10/03/2017 11:28:34.000          214.926              3.799    2806.291802
10/03/2017 11:28:35.000          214.805              3.834    2802.914312
10/03/2017 11:28:36.000          214.684              3.869    2799.546796
10/03/2017 11:28:37.000          214.563              3.903    2796.189294
10/03/2017 11:28:38.000          214.442              3.938    2792.841842
10/03/2017 11:28:39.000          214.320              3.973    2789.504484
10/03/2017 11:28:40.000          214.198              4.007    2786.177259
10/03/2017 11:28:41.000          214.076              4.042    2782.860204
10/03/2017 11:28:42.000          213.953              4.076    2779.553359
10/03/2017 11:28:43.000          213.830              4.111    2776.256765
10/03/2017 11:28:44.000          213.707              4.145    2772.970461
10/03/2017 11:28:45.000          213.583              4.179    2769.694487
10/03/2017 11:28:46.000          213.460              4.214    2766.428882
10/03/2017 11:28:47.000          213.336              4.248    2763.173686
10/03/2017 11:28:48.000          213.211              4.282    2759.928938
10/03/2017 11:28:49.000          213.086              4.316    2756.694681
10/03/2017 11:28:50.000          212.961              4.350    2753.470954
10/03/2017 11:28:51.000          212.836              4.384    2750.257796
10/03/2017 11:28:52.000          212.711              4.418    2747.055248
10/03/2017 11:28:53.000          212.585              4.452    2743.863350
10/03/2017 11:28:54.000          212.459              4.485    2740.682142
10/03/2017 11:28:55.000          212.332              4.519    2737.511664
10/03/2017 11:28:56.000          212.205              4.553    2734.351958
10/03/2017 11:28:57.000          212.078              4.586    2731.203062
10/03/2017 11:28:58.000          211.951              4.620    2728.065018
10/03/2017 11:28:59.000          211.823              4.653    2724.937867
10/03/2017 11:29:00.000          211.695              4.686    2721.821648
10/03/2017 11:29:01.000          211.567              4.719    2718.716402
10/03/2017 11:29:02.000          211.438              4.753    2715.622171
10/03/2017 11:29:03.000          211.309              4.786    2712.538993
10/03/2017 11:29:04.000          211.180              4.819    2709.466912
10/03/2017 11:29:05.000          211.051              4.852    2706.405966
10/03/2017 11:29:06.000          210.921              4.885    2703.356196
10/03/2017 11:29:07.000          210.791              4.917    2700.317645
10/03/2017 11:29:08.000          210.660              4.950    2697.290351
10/03/2017 11:29:09.000          210.530              4.983    2694.274357
10/03/2017 11:29:10.000          210.399              5.015    2691.269703
10/03/2017 11:29:11.000          210.267              5.048    2688.276430
10/03/2017 11:29:12.000          210.136              5.080    2685.294579
10/03/2017 11:29:13.000          210.004              5.112    2682.324190
10/03/2017 11:29:14.000          209.872              5.145    2679.365306
10/03/2017 11:29:15.000          209.739              5.177    2676.417966
10/03/2017 11:29:16.000          209.606              5.209    2673.482212
10/03/2017 11:29:17.000          209.473              5.241    2670.558085
10/03/2017 11:29:18.000          209.340              5.273    2667.645625
10/03/2017 11:29:19.000          209.206              5.304    2664.744875
10/03/2017 11:29:20.000          209.072              5.336    2661.855875
10/03/2017 11:29:21.000          208.938              5.368    2658.978666
10/03/2017 11:29:22.000          208.803              5.399    2656.113288
10/03/2017 11:29:23.000          208.668              5.431    2653.259784
10/03/2017 11:29:24.000          208.533              5.462    2650.418195
10/03/2017 11:29:25.000          208.398              5.493    2647.588561
10/03/2017 11:29:26.000          208.262              5.524    2644.770923
10/03/2017 11:29:27.000          208.126              5.556    2641.965323
10/03/2017 11:29:28.000          207.989              5.587    2639.171801
10/03/2017 11:29:29.000          207.853              5.617    2636.390400
10/03/2017 11:29:30.000          207.716              5.648    2633.621159
10/03/2017 11:29:31.000          207.578              5.679    2630.864120
10/03/2017 11:29:32.000          207.441              5.709    2628.119324
10/03/2017 11:29:33.000          207.303              5.740    2625.386814
10/03/2017 11:29:34.000          207.165              5.770    2622.666627
10/03/2017 11:29:35.000          207.026              5.801    2619.958806
10/03/2017 11:29:36.000          206.888              5.831    2617.263392
10/03/2017 11:29:37.000          206.748              5.861    2614.580426
10/03/2017 11:29:38.000          206.609              5.891    2611.909949
10/03/2017 11:29:39.000          206.469              5.921    2609.252001
10/03/2017 11:29:40.000          206.329              5.951    2606.606625
10/03/2017 11:29:41.000          206.189              5.980    2603.973860
10/03/2017 11:29:42.000          206.049              6.010    2601.353747
10/03/2017 11:29:43.000          205.908              6.039    2598.746330
10/03/2017 11:29:44.000          205.767              6.069    2596.151644
10/03/2017 11:29:45.000          205.625              6.098    2593.569733
10/03/2017 11:29:46.000          205.484              6.127    2591.000638
10/03/2017 11:29:47.000          205.342              6.156    2588.444398
10/03/2017 11:29:48.000          205.199              6.185    2585.901055
10/03/2017 11:29:49.000          205.057              6.214    2583.370649
10/03/2017 11:29:50.000          204.914              6.242    2580.853223
10/03/2017 11:29:51.000          204.771              6.271    2578.348813
10/03/2017 11:29:52.000          204.627              6.299    2575.857461
10/03/2017 11:29:53.000          204.483              6.328    2573.379208
10/03/2017 11:29:54.000          204.339              6.356    2570.914094
10/03/2017 11:29:55.000          204.195              6.384    2568.462160
10/03/2017 11:29:56.000          204.050              6.412    2566.023446
10/03/2017 11:29:57.000          203.905              6.440    2563.597991
10/03/2017 11:29:58.000          203.760              6.468    2561.185834
10/03/2017 11:29:59.000          203.615              6.495    2558.787018
10/03/2017 11:30:00.000          203.469              6.523    2556.401580
10/03/2017 11:30:01.000          203.323              6.550    2554.029564
10/03/2017 11:30:02.000          203.177              6.577    2551.671004
10/03/2017 11:30:03.000          203.030              6.605    2549.325943
10/03/2017 11:30:04.000          202.883              6.632    2546.994420
10/03/2017 11:30:05.000          202.736              6.658    2544.676477
10/03/2017 11:30:06.000          202.589              6.685    2542.372148
10/03/2017 11:30:07.000          202.441              6.712    2540.081476
10/03/2017 11:30:08.000          202.293              6.738    2537.804499
10/03/2017 11:30:09.000          202.145              6.765    2535.541256
10/03/2017 11:30:10.000          201.996              6.791    2533.291789
10/03/2017 11:30:11.000          201.847              6.817    2531.056133
10/03/2017 11:30:12.000          201.698              6.843    2528.834327
10/03/2017 11:30:13.000          201.549              6.869    2526.626412
10/03/2017 11:30:14.000          201.399              6.894    2524.432426
10/03/2017 11:30:15.000          201.249              6.920    2522.252406
10/03/2017 11:30:16.000          201.099              6.945    2520.086391
10/03/2017 11:30:17.000          200.948              6.971    2517.934422
10/03/2017 11:30:18.000          200.798              6.996    2515.796532
10/03/2017 11:30:19.000          200.647              7.021    2513.672763
10/03/2017 11:30:20.000          200.495              7.046    2511.563151
10/03/2017 11:30:21.000          200.344              7.070    2509.467735
10/03/2017 11:30:22.000          200.192              7.095    2507.386552
10/03/2017 11:30:23.000          200.040              7.119    2505.319638
10/03/2017 11:30:24.000          199.888              7.143    2503.267034
10/03/2017 11:30:25.000          199.735              7.168    2501.228774
10/03/2017 11:30:26.000          199.582              7.192    2499.204896
10/03/2017 11:30:27.000          199.429              7.215    2497.195438
10/03/2017 11:30:28.000          199.276              7.239    2495.200435
10/03/2017 11:30:29.000          199.122              7.263    2493.219924
10/03/2017 11:30:30.000          198.968              7.286    2491.253944
10/03/2017 11:30:31.000          198.814              7.309    2489.302528
10/03/2017 11:30:32.000          198.660              7.332    2487.365713
10/03/2017 11:30:33.000          198.505              7.355    2485.443537
10/03/2017 11:30:34.000          198.350              7.378    2483.536034
10/03/2017 11:30:35.000          198.195              7.401    2481.643239
10/03/2017 11:30:36.000          198.039              7.423    2479.765191
10/03/2017 11:30:37.000          197.884              7.446    2477.901921
10/03/2017 11:30:38.000          197.728              7.468    2476.053468
10/03/2017 11:30:39.000          197.572              7.490    2474.219864
10/03/2017 11:30:40.000          197.415              7.511    2472.401145
10/03/2017 11:30:41.000          197.259              7.533    2470.597347
10/03/2017 11:30:42.000          197.102              7.555    2468.808502
10/03/2017 11:30:43.000          196.945              7.576    2467.034647
10/03/2017 11:30:44.000          196.787              7.597    2465.275813
10/03/2017 11:30:45.000          196.630              7.618    2463.532036
10/03/2017 11:30:46.000          196.472              7.639    2461.803350
10/03/2017 11:30:47.000          196.314              7.660    2460.089787
10/03/2017 11:30:48.000          196.156              7.680    2458.391382
10/03/2017 11:30:49.000          195.997              7.701    2456.708166
10/03/2017 11:30:50.000          195.838              7.721    2455.040174
10/03/2017 11:30:51.000          195.680              7.741    2453.387437
10/03/2017 11:30:52.000          195.520              7.761    2451.749988
10/03/2017 11:30:53.000          195.361              7.780    2450.127861
10/03/2017 11:30:54.000          195.201              7.800    2448.521085
10/03/2017 11:30:55.000          195.041              7.819    2446.929695
10/03/2017 11:30:56.000          194.881              7.838    2445.353719
10/03/2017 11:30:57.000          194.721              7.857    2443.793192
10/03/2017 11:30:58.000          194.561              7.876    2442.248143
10/03/2017 11:30:59.000          194.400              7.895    2440.718604
10/03/2017 11:31:00.000          194.239              7.913    2439.204604
10/03/2017 11:31:01.000          194.078              7.932    2437.706176
10/03/2017 11:31:02.000          193.916              7.950    2436.223348
10/03/2017 11:31:03.000          193.755              7.968    2434.756151
10/03/2017 11:31:04.000          193.593              7.985    2433.304614
10/03/2017 11:31:05.000          193.431              8.003    2431.868768
10/03/2017 11:31:06.000          193.269              8.020    2430.448641
10/03/2017 11:31:07.000          193.107              8.038    2429.044262
10/03/2017 11:31:08.000          192.944              8.055    2427.655660
10/03/2017 11:31:09.000          192.781              8.072    2426.282864
10/03/2017 11:31:10.000          192.618              8.088    2424.925901
10/03/2017 11:31:11.000          192.455              8.105    2423.584800
10/03/2017 11:31:12.000          192.292              8.121    2422.259589
10/03/2017 11:31:13.000          192.128              8.137    2420.950294
10/03/2017 11:31:14.000          191.965              8.153    2419.656943
10/03/2017 11:31:15.000          191.801              8.169    2418.379562
10/03/2017 11:31:16.000          191.637              8.184    2417.118180
10/03/2017 11:31:17.000          191.472              8.200    2415.872820
10/03/2017 11:31:18.000          191.308              8.215    2414.643511
10/03/2017 11:31:19.000          191.143              8.230    2413.430277
10/03/2017 11:31:20.000          190.978              8.244    2412.233144
10/03/2017 11:31:21.000          190.813              8.259    2411.052137
10/03/2017 11:31:22.000          190.648              8.273    2409.887281
10/03/2017 11:31:23.000          190.483              8.288    2408.738601
10/03/2017 11:31:24.000          190.317              8.302    2407.606122
10/03/2017 11:31:25.000          190.152              8.315    2406.489865
10/03/2017 11:31:26.000          189.986              8.329    2405.389857
10/03/2017 11:31:27.000          189.820              8.342    2404.306120
10/03/2017 11:31:28.000          189.654              8.356    2403.238677
10/03/2017 11:31:29.000          189.488              8.369    2402.187552
10/03/2017 11:31:30.000          189.321              8.381    2401.152765
10/03/2017 11:31:31.000          189.155              8.394    2400.134341
10/03/2017 11:31:32.000          188.988              8.406    2399.132300
10/03/2017 11:31:33.000          188.821              8.419    2398.146664
10/03/2017 11:31:34.000          188.654              8.431    2397.177456
10/03/2017 11:31:35.000          188.487              8.443    2396.224694
10/03/2017 11:31:36.000          188.320              8.454    2395.288400
10/03/2017 11:31:37.000          188.152              8.466    2394.368595
10/03/2017 11:31:38.000          187.985              8.477    2393.465298
10/03/2017 11:31:39.000          187.817              8.488    2392.578529
10/03/2017 11:31:40.000          187.649              8.499    2391.708307
10/03/2017 11:31:41.000          187.481              8.509    2390.854652
10/03/2017 11:31:42.000          187.313              8.520    2390.017581
10/03/2017 11:31:43.000          187.145              8.530    2389.197112
10/03/2017 11:31:44.000          186.976              8.540    2388.393266
10/03/2017 11:31:45.000          186.808              8.549    2387.606058
10/03/2017 11:31:46.000          186.639              8.559    2386.835506
10/03/2017 11:31:47.000          186.471              8.568    2386.081626
10/03/2017 11:31:48.000          186.302              8.577    2385.344437
10/03/2017 11:31:49.000          186.133              8.586    2384.623953
10/03/2017 11:31:50.000          185.964              8.595    2383.920192
10/03/2017 11:31:51.000          185.795              8.604    2383.233167
10/03/2017 11:31:52.000          185.625              8.612    2382.562894
10/03/2017 11:31:53.000          185.456              8.620    2381.909390
10/03/2017 11:31:54.000          185.287              8.628    2381.272667
10/03/2017 11:31:55.000          185.117              8.636    2380.652740
10/03/2017 11:31:56.000          184.947              8.643    2380.049623
10/03/2017 11:31:57.000          184.778              8.650    2379.463329
10/03/2017 11:31:58.000          184.608              8.657    2378.893871
10/03/2017 11:31:59.000          184.438              8.664    2378.341263
10/03/2017 11:32:00.000          184.268              8.671    2377.805516
10/03/2017 11:32:01.000          184.098              8.677    2377.286642
10/03/2017 11:32:02.000          183.928              8.683    2376.784654
10/03/2017 11:32:03.000          183.758              8.689    2376.299562
10/03/2017 11:32:04.000          183.587              8.695    2375.831377
10/03/2017 11:32:05.000          183.417              8.701    2375.380109
10/03/2017 11:32:06.000          183.247              8.706    2374.945770
10/03/2017 11:32:07.000          183.076              8.711    2374.528368
10/03/2017 11:32:08.000          182.906              8.716    2374.127914
10/03/2017 11:32:09.000          182.735              8.721    2373.744415
10/03/2017 11:32:10.000          182.564              8.725    2373.377882
10/03/2017 11:32:11.000          182.394              8.729    2373.028321
10/03/2017 11:32:12.000          182.223              8.733    2372.695742
10/03/2017 11:32:13.000          182.052              8.737    2372.380151
10/03/2017 11:32:14.000          181.881              8.741    2372.081556
10/03/2017 11:32:15.000          181.710              8.744    2371.799963
10/03/2017 11:32:16.000          181.539              8.747    2371.535379
10/03/2017 11:32:17.000          181.368              8.750    2371.287811
10/03/2017 11:32:18.000          181.197              8.753    2371.057263
10/03/2017 11:32:19.000          181.026              8.755    2370.843741
10/03/2017 11:32:20.000          180.855              8.758    2370.647250
10/03/2017 11:32:21.000          180.684              8.760    2370.467794
10/03/2017 11:32:22.000          180.513              8.762    2370.305377
10/03/2017 11:32:23.000          180.342              8.763    2370.160004
10/03/2017 11:32:24.000          180.171              8.765    2370.031678
10/03/2017 11:32:25.000          179.999              8.766    2369.920401
10/03/2017 11:32:26.000          179.828              8.767    2369.826176
10/03/2017 11:32:27.000          179.657              8.767    2369.749005
10/03/2017 11:32:28.000          179.486              8.768    2369.688891
10/03/2017 11:32:29.000          179.314              8.768    2369.645835
10/03/2017 11:32:30.000          179.143              8.768    2369.619837
10/03/2017 11:32:31.000          178.972              8.768    2369.610899
10/03/2017 11:32:32.000          178.801              8.768    2369.619020
10/03/2017 11:32:33.000          178.629              8.767    2369.644201
10/03/2017 11:32:34.000          178.458              8.767    2369.686442
10/03/2017 11:32:35.000          178.287              8.766    2369.745740
10/03/2017 11:32:36.000          178.116              8.764    2369.822096
10/03/2017 11:32:37.000          177.944              8.763    2369.915507
10/03/2017 11:32:38.000          177.773              8.761    2370.025971
10/03/2017 11:32:39.000          177.602              8.759    2370.153487
10/03/2017 11:32:40.000          177.431              8.757    2370.298051
10/03/2017 11:32:41.000          177.260              8.755    2370.459660
10/03/2017 11:32:42.000          177.089              8.752    2370.638310
10/03/2017 11:32:43.000          176.917              8.750    2370.833999
10/03/2017 11:32:44.000          176.746              8.747    2371.046720
10/03/2017 11:32:45.000          176.575              8.743    2371.276470
10/03/2017 11:32:46.000          176.404              8.740    2371.523244
10/03/2017 11:32:47.000          176.233              8.736    2371.787036
10/03/2017 11:32:48.000          176.063              8.733    2372.067840
10/03/2017 11:32:49.000          175.892              8.729    2372.365651
10/03/2017 11:32:50.000          175.721              8.724    2372.680461
10/03/2017 11:32:51.000          175.550              8.720    2373.012263
10/03/2017 11:32:52.000          175.379              8.715    2373.361051
10/03/2017 11:32:53.000          175.209              8.710    2373.726817
10/03/2017 11:32:54.000          175.038              8.705    2374.109551
10/03/2017 11:32:55.000          174.868              8.700    2374.509247
10/03/2017 11:32:56.000          174.697              8.694    2374.925895
10/03/2017 11:32:57.000          174.527              8.688    2375.359485
10/03/2017 11:32:58.000          174.356              8.682    2375.810010
10/03/2017 11:32:59.000          174.186              8.676    2376.277457
10/03/2017 11:33:00.000          174.016              8.670    2376.761818
10/03/2017 11:33:01.000          173.846              8.663    2377.263081
10/03/2017 11:33:02.000          173.676              8.656    2377.781235
10/03/2017 11:33:03.000          173.506              8.649    2378.316268
10/03/2017 11:33:04.000          173.336              8.642    2378.868171
10/03/2017 11:33:05.000          173.166              8.634    2379.436929
10/03/2017 11:33:06.000          172.996              8.626    2380.022530
10/03/2017 11:33:07.000          172.827              8.619    2380.624962
10/03/2017 11:33:08.000          172.657              8.610    2381.244211
10/03/2017 11:33:09.000          172.488              8.602    2381.880264
10/03/2017 11:33:10.000          172.318              8.594    2382.533107
10/03/2017 11:33:11.000          172.149              8.585    2383.202725
10/03/2017 11:33:12.000          171.980              8.576    2383.889104
10/03/2017 11:33:13.000          171.811              8.567    2384.592228
10/03/2017 11:33:14.000          171.642              8.557    2385.312083
10/03/2017 11:33:15.000          171.473              8.548    2386.048653
10/03/2017 11:33:16.000          171.305              8.538    2386.801922
10/03/2017 11:33:17.000          171.136              8.528    2387.571872
10/03/2017 11:33:18.000          170.968              8.517    2388.358488
10/03/2017 11:33:19.000          170.799              8.507    2389.161752
10/03/2017 11:33:20.000          170.631              8.496    2389.981647
10/03/2017 11:33:21.000          170.463              8.486    2390.818155
10/03/2017 11:33:22.000          170.295              8.474    2391.671258
10/03/2017 11:33:23.000          170.127              8.463    2392.540938
10/03/2017 11:33:24.000          169.960              8.452    2393.427175
10/03/2017 11:33:25.000          169.792              8.440    2394.329952
10/03/2017 11:33:26.000          169.624              8.428    2395.249248
